"TCG region",Expansion,"Card number","Card number sorting order","Card name",Rarity,"Card variant","Card language","Card condition",Note,Quantity
International,"Unified Minds",22/236,22,Magmortar,Rare,"Reverse Holo",English,Unspecified,,1
International,"Unified Minds",23/236,23,Numel,Common,Normal,English,Unspecified,,3
International,"Unified Minds",23/236,23,Numel,Common,"Reverse Holo",English,Unspecified,,1
International,"Unified Minds",25/236,25,Heatran-GX,"Rare Holo GX","Normal Holo",English,Unspecified,,1
International,"Unified Minds",26/236,26,Victini,"Rare Holo","Normal Holo",English,Unspecified,,1
International,"Unified Minds",26/236,26,Victini,"Rare Holo","Reverse Holo",English,Unspecified,,1
International,"Unified Minds",27/236,27,Litwick,Common,Normal,English,Unspecified,,2
International,"Unified Minds",28/236,28,Litwick,Common,Normal,English,Unspecified,,1
International,"Unified Minds",28/236,28,Litwick,Common,"Reverse Holo",English,Unspecified,,1
International,"Unified Minds",29/236,29,Lampent,Uncommon,Normal,English,Unspecified,,2
International,"Unified Minds",31/236,31,Fletchinder,Common,Normal,English,Unspecified,,2
International,"Unified Minds",33/236,33,Salandit,Common,Normal,English,Unspecified,,4
International,"Unified Minds",34/236,34,Salazzle,Rare,Normal,English,Unspecified,,1
International,"Unified Minds",36/236,36,Lapras,Uncommon,Normal,English,Unspecified,,2
International,"Unified Minds",37/236,37,Snorunt,Common,Normal,English,Unspecified,,4
International,"Unified Minds",38/236,38,Froslass,"Rare Holo","Reverse Holo",English,Unspecified,,1
International,"Unified Minds",39/236,39,Finneon,Common,Normal,English,Unspecified,,3
International,"Unified Minds",40/236,40,Lumineon,Uncommon,Normal,English,Unspecified,,2
International,"Unified Minds",40/236,40,Lumineon,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Unified Minds",41/236,41,Snover,Common,Normal,English,Unspecified,,2
International,"Unified Minds",42/236,42,Abomasnow,Rare,Normal,English,Unspecified,,1
International,"Unified Minds",43/236,43,Basculin,Uncommon,Normal,English,Unspecified,,2
International,"Unified Minds",44/236,44,Tirtouga,Uncommon,Normal,English,Unspecified,,2
International,"Unified Minds",44/236,44,Tirtouga,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Unified Minds",45/236,45,Carracosta,Uncommon,Normal,English,Unspecified,,2
International,"Unified Minds",46/236,46,Cryogonal,Common,Normal,English,Unspecified,,3
International,"Unified Minds",48/236,48,Dewpider,Common,Normal,English,Unspecified,,3
International,"Unified Minds",50/236,50,Wimpod,Common,Normal,English,Unspecified,,4
International,"Unified Minds",50/236,50,Wimpod,Common,"Reverse Holo",English,Unspecified,,1
International,"Unified Minds",52/236,52,Pyukumuku,Uncommon,Normal,English,Unspecified,,2
International,"Unified Minds",55/236,55,Pikachu,Common,Normal,English,Unspecified,,3
International,"Unified Minds",55/236,55,Pikachu,Common,"Reverse Holo",English,Unspecified,,1
International,"Unified Minds",56/236,56,Pikachu,Common,Normal,English,Unspecified,,2
International,"Unified Minds",58/236,58,Magnemite,Common,Normal,English,Unspecified,,2
International,"Unified Minds",59/236,59,Magneton,Uncommon,Normal,English,Unspecified,,2
International,"Unified Minds",60/236,60,Magnezone,"Rare Holo","Normal Holo",English,Unspecified,,1
International,"Unified Minds",61/236,61,Joltik,Common,Normal,English,Unspecified,,3
International,"Unified Minds",62/236,62,Galvantula,Rare,Normal,English,Unspecified,,1
International,"Unified Minds",62/236,62,Galvantula,Rare,"Reverse Holo",English,Unspecified,,1
International,"Unified Minds",63/236,63,Tynamo,Common,Normal,English,Unspecified,,4
International,"Unified Minds",64/236,64,Tynamo,Common,Normal,English,Unspecified,,3
International,"Unified Minds",65/236,65,Eelektrik,Uncommon,Normal,English,Unspecified,,1
International,"Unified Minds",67/236,67,Stunfisk,Common,Normal,English,Unspecified,,3
International,"Unified Minds",68/236,68,Thundurus,Uncommon,Normal,English,Unspecified,,2
International,"Unified Minds",68/236,68,Thundurus,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Unified Minds",69/236,69,"Tapu Koko","Rare Holo","Normal Holo",English,Unspecified,,1
International,"Unified Minds",69/236,69,"Tapu Koko","Rare Holo","Reverse Holo",English,Unspecified,,1
International,"Unified Minds",73/236,73,Exeggcute,Common,Normal,English,Unspecified,,2
International,"Unified Minds",73/236,73,Exeggcute,Common,"Reverse Holo",English,Unspecified,,1
International,"Unified Minds",75/236,75,"Alolan Marowak",Rare,Normal,English,Unspecified,,1
International,"Unified Minds",76/236,76,Jynx,Uncommon,Normal,English,Unspecified,,2
International,"Unified Minds",77/236,77,Wynaut,Uncommon,Normal,English,Unspecified,,1
International,"Unified Minds",77/236,77,Wynaut,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Unified Minds",79/236,79,Jirachi-GX,"Rare Holo GX","Normal Holo",English,Unspecified,,1
International,"Unified Minds",80/236,81,Drifloon,Common,Normal,English,Unspecified,,3
International,"Unified Minds",81/236,82,Drifblim,Rare,Normal,English,Unspecified,,1
International,"Unified Minds",82/236,83,Skorupi,Common,Normal,English,Unspecified,,4
International,"Unified Minds",84/236,85,Mesprit,Uncommon,Normal,English,Unspecified,,2
International,"Unified Minds",85/236,86,Azelf,Uncommon,Normal,English,Unspecified,,3
International,"Unified Minds",86/236,87,Giratina,"Rare Holo","Reverse Holo",English,Unspecified,,1
International,"Unified Minds",87/236,88,Cresselia,Uncommon,Normal,English,Unspecified,,2
International,"Unified Minds",88/236,89,Munna,Common,Normal,English,Unspecified,,4
International,"Unified Minds",88/236,89,Munna,Common,"Reverse Holo",English,Unspecified,,1
International,"Unified Minds",89/236,90,Musharna,Uncommon,Normal,English,Unspecified,,2
International,"Unified Minds",90/236,91,Elgyem,Uncommon,Normal,English,Unspecified,,3
International,"Unified Minds",91/236,92,Beheeyem,Rare,Normal,English,Unspecified,,1
International,"Unified Minds",92/236,93,Honedge,Common,Normal,English,Unspecified,,2
International,"Unified Minds",93/236,94,Honedge,Common,Normal,English,Unspecified,,2
International,"Unified Minds",93/236,94,Honedge,Common,"Reverse Holo",English,Unspecified,,1
International,"Unified Minds",94/236,95,Doublade,Uncommon,Normal,English,Unspecified,,3
International,"Unified Minds",96/236,97,Mareanie,Common,Normal,English,Unspecified,,2
International,"Unified Minds",98/236,99,Salandit,Common,Normal,English,Unspecified,,4
International,"Unified Minds",99/236,100,Salazzle,Rare,Normal,English,Unspecified,,1
International,"Unified Minds",100/236,101,Cosmog,Common,Normal,English,Unspecified,,4
International,"Unified Minds",100/236,101,Cosmog,Common,"Reverse Holo",English,Unspecified,,1
International,"Unified Minds",102/236,103,Poipole,Common,Normal,English,Unspecified,,4
International,"Unified Minds",103/236,104,Onix,Common,Normal,English,Unspecified,,2
International,"Unified Minds",103/236,104,Onix,Common,"Reverse Holo",English,Unspecified,,1
International,"Unified Minds",104/236,105,Steelix,Rare,Normal,English,Unspecified,,1
International,"Unified Minds",105/236,106,Cubone,Common,Normal,English,Unspecified,,3
International,"Unified Minds",107/236,108,Heracross,Uncommon,Normal,English,Unspecified,,2
International,"Unified Minds",108/236,109,Breloom,Uncommon,Normal,English,Unspecified,,2
International,"Unified Minds",109/236,110,Meditite,Common,Normal,English,Unspecified,,4
International,"Unified Minds",111/236,112,Relicanth,Uncommon,Normal,English,Unspecified,,3
International,"Unified Minds",112/236,113,Gible,Common,Normal,English,Unspecified,,4
International,"Unified Minds",113/236,114,Gabite,Uncommon,Normal,English,Unspecified,,2
International,"Unified Minds",115/236,116,Riolu,Common,Normal,English,Unspecified,,2
International,"Unified Minds",116/236,117,Riolu,Common,Normal,English,Unspecified,,1
International,"Unified Minds",117/236,118,Lucario,Rare,Normal,English,Unspecified,,1
International,"Unified Minds",118/236,119,Drilbur,Common,Normal,English,Unspecified,,3
International,"Unified Minds",118/236,119,Drilbur,Common,"Reverse Holo",English,Unspecified,,1
International,"Unified Minds",119/236,120,Excadrill,Rare,Normal,English,Unspecified,,1
International,"Unified Minds",120/236,121,Archen,Uncommon,Normal,English,Unspecified,,1
International,"Unified Minds",121/236,122,Archeops,Rare,Normal,English,Unspecified,,1
International,"Unified Minds",121/236,122,Archeops,Rare,"Reverse Holo",English,Unspecified,,1
International,"Unified Minds",122/236,123,Terrakion,"Rare Holo","Normal Holo",English,Unspecified,,1
International,"Unified Minds",123/236,124,Meloetta,Rare,Normal,English,Unspecified,,1
International,"Unified Minds",124/236,125,Zygarde,Rare,Normal,English,Unspecified,,1
International,"Unified Minds",124/236,125,Zygarde,Rare,"Reverse Holo",English,Unspecified,,1
International,"Unified Minds",126/236,127,"Mega Sableye & Tyranitar-GX","Rare Holo GX","Normal Holo",English,Unspecified,,1
International,"Unified Minds",127/236,128,"Alolan Grimer",Common,Normal,English,Unspecified,,2
International,"Unified Minds",128/236,129,Murkrow,Common,Normal,English,Unspecified,,1
International,"Unified Minds",129/236,130,Murkrow,Common,Normal,English,Unspecified,,1
International,"Unified Minds",130/236,131,Honchkrow,Rare,Normal,English,Unspecified,,1
International,"Unified Minds",131/236,132,Sneasel,Common,Normal,English,Unspecified,,3
International,"Unified Minds",133/236,134,Sableye,Uncommon,Normal,English,Unspecified,,2
International,"Unified Minds",134/236,135,Drapion,Rare,Normal,English,Unspecified,,1
International,"Unified Minds",135/236,136,Purrloin,Common,Normal,English,Unspecified,,3
International,"Unified Minds",136/236,137,Liepard,Rare,Normal,English,Unspecified,,1
International,"Unified Minds",137/236,138,Scraggy,Common,Normal,English,Unspecified,,3
International,"Unified Minds",138/236,139,Scrafty,Rare,Normal,English,Unspecified,,1
International,"Unified Minds",139/236,140,Yveltal,"Rare Holo","Normal Holo",English,Unspecified,,1
International,"Unified Minds",141/236,142,Mawile-GX,"Rare Holo GX","Normal Holo",English,Unspecified,,1
International,"Unified Minds",143/236,144,Cottonee,Common,Normal,English,Unspecified,,3
International,"Unified Minds",143/236,144,Cottonee,Common,"Reverse Holo",English,Unspecified,,1
International,"Unified Minds",145/236,146,Dedenne,Uncommon,Normal,English,Unspecified,,2
International,"Unified Minds",147/236,148,Dratini,Common,Normal,English,Unspecified,,1
International,"Unified Minds",148/236,149,Dratini,Common,Normal,English,Unspecified,,1
International,"Unified Minds",148/236,149,Dratini,Common,"Reverse Holo",English,Unspecified,,1
International,"Unified Minds",149/236,150,Dragonair,Uncommon,Normal,English,Unspecified,,3
International,"Unified Minds",150/236,151,Dragonair,Uncommon,Normal,English,Unspecified,,2
International,"Unified Minds",150/236,151,Dragonair,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Unified Minds",151/236,152,Dragonite,Rare,"Reverse Holo",English,Unspecified,,1
International,"Unified Minds",152/236,153,Dragonite-GX,"Rare Holo GX","Normal Holo",English,Unspecified,,1
International,"Unified Minds",153/236,154,Latias,Rare,Normal,English,Unspecified,,1
International,"Unified Minds",154/236,155,Axew,Common,Normal,English,Unspecified,,3
International,"Unified Minds",155/236,156,Fraxure,Uncommon,Normal,English,Unspecified,,3
International,"Unified Minds",157/236,158,Druddigon,Common,Normal,English,Unspecified,,3
International,"Unified Minds",158/236,159,Noibat,Common,Normal,English,Unspecified,,4
International,"Unified Minds",161/236,162,Lickitung,Common,Normal,English,Unspecified,,4
International,"Unified Minds",162/236,163,Lickilicky,Rare,Normal,English,Unspecified,,1
International,"Unified Minds",164/236,165,Tauros,Uncommon,Normal,English,Unspecified,,3
International,"Unified Minds",164/236,165,Tauros,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Unified Minds",165/236,166,Hoothoot,Common,Normal,English,Unspecified,,2
International,"Unified Minds",166/236,167,Noctowl,Uncommon,Normal,English,Unspecified,,2
International,"Unified Minds",167/236,168,Slakoth,Common,Normal,English,Unspecified,,2
International,"Unified Minds",168/236,169,Slakoth,Common,Normal,English,Unspecified,,3
International,"Unified Minds",169/236,170,Vigoroth,Uncommon,Normal,English,Unspecified,,3
International,"Unified Minds",171/236,172,Bidoof,Common,Normal,English,Unspecified,,4
International,"Unified Minds",172/236,173,Bibarel,Uncommon,Normal,English,Unspecified,,3
International,"Unified Minds",172/236,173,Bibarel,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Unified Minds",173/236,174,Munchlax,Uncommon,Normal,English,Unspecified,,2
International,"Unified Minds",174/236,175,Pidove,Common,Normal,English,Unspecified,,3
International,"Unified Minds",175/236,176,Tranquill,Uncommon,Normal,English,Unspecified,,2
International,"Unified Minds",175/236,176,Tranquill,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Unified Minds",176/236,177,Unfezant,Rare,Normal,English,Unspecified,,1
International,"Unified Minds",177/236,178,Audino,Uncommon,Normal,English,Unspecified,,2
International,"Unified Minds",178/236,179,Tornadus,Uncommon,Normal,English,Unspecified,,2
International,"Unified Minds",179/236,180,Fletchling,Common,Normal,English,Unspecified,,2
International,"Unified Minds",180/236,181,Yungoos,Common,Normal,English,Unspecified,,2
International,"Unified Minds",182/236,183,Oranguru,Uncommon,Normal,English,Unspecified,,2
International,"Unified Minds",185/236,186,Komala,Uncommon,Normal,English,Unspecified,,1
International,"Unified Minds",187/236,188,"Blizzard Town",Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Unified Minds",188/236,189,"Blue's Tactics",Uncommon,Normal,English,Unspecified,,2
International,"Unified Minds",190/236,191,Channeler,Uncommon,Normal,English,Unspecified,,1
International,"Unified Minds",191/236,192,"Cherish Ball",Uncommon,Normal,English,Unspecified,,1
International,"Unified Minds",192/236,194,"Coach Trainer",Uncommon,Normal,English,Unspecified,,1
International,"Unified Minds",193/236,195,"Dark City",Uncommon,Normal,English,Unspecified,,1
International,"Unified Minds",197/236,199,"Giant Hearth",Uncommon,Normal,English,Unspecified,,1
International,"Unified Minds",198/236,200,"Great Potion",Uncommon,Normal,English,Unspecified,,1
International,"Unified Minds",199/236,201,Grimsley,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Unified Minds",202/236,204,"Misty's Favor",Uncommon,Normal,English,Unspecified,,2
International,"Unified Minds",204/236,206,"Poké Maniac",Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Unified Minds",206/236,208,"Reset Stamp",Uncommon,Normal,English,Unspecified,,1
International,"Unified Minds",207/236,210,"Slumbering Forest",Uncommon,Normal,English,Unspecified,,1
International,"Unified Minds",209/236,212,"Tag Switch",Uncommon,Normal,English,Unspecified,,1
International,"Unified Minds",210/236,213,"Unidentified Fossil",Uncommon,Normal,English,Unspecified,,2
International,"Unified Minds",211/236,214,"U-Turn Board",Uncommon,Normal,English,Unspecified,,1
International,"Unified Minds",212/236,215,"Recycle Energy",Uncommon,Normal,English,Unspecified,,2
International,"Unified Minds",213/236,216,"Weakness Guard Energy",Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Unified Minds",224/236,227,Aerodactyl-GX,"Rare Ultra","Normal Holo",English,Unspecified,,1
International,"Unified Minds",247/236,250,"Garchomp & Giratina-GX","Rare Rainbow","Normal Holo",English,Unspecified,,1
International,"Unbroken Bonds",19/214,19,Kartana,"Rare Holo","Normal Holo",English,Unspecified,,1
International,"Unbroken Bonds",23/214,23,Darumaka,Common,Normal,English,Unspecified,,2
International,"Unbroken Bonds",28/214,28,Torracat,Uncommon,Normal,English,Unspecified,,1
International,"Unbroken Bonds",30/214,30,Salandit,Common,Normal,English,Unspecified,,1
International,"Unbroken Bonds",33/214,33,Squirtle,Common,Normal,English,Unspecified,,1
International,"Unbroken Bonds",33/214,33,Squirtle,Common,"Reverse Holo",English,Unspecified,,1
International,"Unbroken Bonds",42/214,42,Slowpoke,Common,Normal,English,Unspecified,,1
International,"Unbroken Bonds",46/214,46,Krabby,Common,Normal,English,Unspecified,,1
International,"Unbroken Bonds",48/214,48,Goldeen,Common,Normal,English,Unspecified,,1
International,"Unbroken Bonds",52/214,52,Frogadier,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Unbroken Bonds",58/214,58,Charjabug,Uncommon,Normal,English,Unspecified,,1
International,"Unbroken Bonds",62/214,62,Ekans,Common,"Reverse Holo",English,Unspecified,,1
International,"Unbroken Bonds",65/214,65,Golbat,Uncommon,Normal,English,Unspecified,,1
International,"Unbroken Bonds",73/214,73,Koffing,Common,Normal,English,Unspecified,,1
International,"Unbroken Bonds",79/214,79,Espurr,Common,Normal,English,Unspecified,,2
International,"Unbroken Bonds",92/214,92,Rhyhorn,Common,Normal,English,Unspecified,,1
International,"Unbroken Bonds",99/214,99,Gliscor,Uncommon,Normal,English,Unspecified,,1
International,"Unbroken Bonds",102/214,102,Riolu,Common,Normal,English,Unspecified,,1
International,"Unbroken Bonds",108/214,108,Murkrow,Common,Normal,English,Unspecified,,1
International,"Unbroken Bonds",113/214,113,Sandile,Common,Normal,English,Unspecified,,1
International,"Unbroken Bonds",124/214,124,Lairon,Uncommon,Normal,English,Unspecified,,1
International,"Unbroken Bonds",127/214,127,Genesect,Rare,Normal,English,Unspecified,,1
International,"Unbroken Bonds",136/214,136,Togepi,Common,Normal,English,Unspecified,,1
International,"Unbroken Bonds",143/214,143,Rattata,Common,Normal,English,Unspecified,,1
International,"Unbroken Bonds",153/214,153,Lickilicky,Rare,Normal,English,Unspecified,,1
International,"Unbroken Bonds",154/214,154,Porygon,Common,Normal,English,Unspecified,,1
International,"Unbroken Bonds",156/214,156,Porygon2,Uncommon,Normal,English,Unspecified,,1
International,"Unbroken Bonds",184/214,186,"Red's Challenge","Rare Holo",Non-holo,English,Unspecified,,1
International,"Unbroken Bonds",187/214,189,"Surprise Box",Uncommon,Normal,English,Unspecified,,1
International,"Unbroken Bonds",188/214,190,"Ultra Forest Kartenvoy",Uncommon,Normal,English,Unspecified,,1
International,"Unbroken Bonds",190/214,193,"Triple Acceleration Energy",Uncommon,Normal,English,Unspecified,,1
International,"Unbroken Bonds",207/214,211,Persian-GX,"Rare Ultra","Normal Holo",English,Unspecified,,1
International,"Detective Pikachu",1/18,1,Bulbasaur,Common,"Normal Holo",English,Unspecified,,1
International,"Detective Pikachu",3/18,3,Morelull,Common,"Normal Holo",English,Unspecified,,1
International,"Detective Pikachu",7/18,7,Psyduck,Common,"Normal Holo",English,Unspecified,,2
International,"Detective Pikachu",9/18,9,Greninja,"Rare Ultra","Normal Holo",English,Unspecified,,1
International,"Detective Pikachu",11/18,11,"Mr. Mime",Rare,"Normal Holo",English,Unspecified,,1
International,"Detective Pikachu",15/18,15,Snubbull,Common,"Normal Holo",English,Unspecified,,1
International,"Detective Pikachu",16/18,16,Lickitung,Common,"Normal Holo",English,Unspecified,,2
International,"Team Up",11/181,11,Charmander,Common,Normal,English,Unspecified,,1
International,"Team Up",12/181,12,Charmander,Common,Normal,English,Unspecified,,1
International,"Team Up",13/181,13,Charmeleon,Uncommon,Normal,English,Unspecified,,1
International,"Team Up",17/181,17,Ponyta,Common,Normal,English,Unspecified,,1
International,"Team Up",20/181,20,Litten,Common,Normal,English,Unspecified,,1
International,"Team Up",22/181,22,Squirtle,Common,Normal,English,Unspecified,,1
International,"Team Up",24/181,24,Wartortle,Uncommon,Normal,English,Unspecified,,1
International,"Team Up",35/181,35,"Alolan Geodude",Common,Normal,English,Unspecified,,1
International,"Team Up",38/181,38,Voltorb,Common,Normal,English,Unspecified,,1
International,"Team Up",41/181,41,Mareep,Common,Normal,English,Unspecified,,1
International,"Team Up",50/181,50,Heliolisk,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Team Up",62/181,62,Grimer,Common,Normal,English,Unspecified,,1
International,"Team Up",71/181,71,Mankey,Common,Normal,English,Unspecified,,1
International,"Team Up",72/181,72,Primeape,Rare,Normal,English,Unspecified,,1
International,"Team Up",74/181,74,Hitmonchan,Uncommon,Normal,English,Unspecified,,1
International,"Team Up",76/181,76,Omastar,"Rare Holo","Reverse Holo",English,Unspecified,,1
International,"Team Up",77/181,77,Kabuto,Uncommon,Normal,English,Unspecified,,1
International,"Team Up",80/181,80,Pupitar,Uncommon,Normal,English,Unspecified,,1
International,"Team Up",86/181,86,Poochyena,Common,Normal,English,Unspecified,,1
International,"Team Up",100/181,100,Bronzor,Common,Normal,English,Unspecified,,1
International,"Team Up",106/181,106,Cobalion-GX,"Rare Holo GX","Normal Holo",English,Unspecified,,1
International,"Team Up",107/181,107,Honedge,Common,Normal,English,Unspecified,,1
International,"Team Up",110/181,110,Klefki,Common,Normal,English,Unspecified,,1
International,"Team Up",118/181,118,Dragonair,Uncommon,Normal,English,Unspecified,,1
International,"Team Up",121/181,121,Pidgey,Common,Normal,English,Unspecified,,1
International,"Team Up",123/181,123,Pidgeotto,Common,Normal,English,Unspecified,,1
International,"Team Up",124/181,124,Pidgeot,Rare,Normal,English,Unspecified,,1
International,"Team Up",125/181,125,Meowth,Common,"Reverse Holo",English,Unspecified,,1
International,"Team Up",130/181,130,Aerodactyl,Rare,Normal,English,Unspecified,,1
International,"Team Up",138/181,138,"Dangerous Drill",Uncommon,Normal,English,Unspecified,,1
International,"Team Up",140/181,140,"Erika's Hospitality","Rare Holo",Non-holo,English,Unspecified,,1
International,"Team Up",142/181,142,"Fairy Charm UB",Uncommon,Normal,English,Unspecified,,1
International,"Team Up",152/181,152,"Pokémon Communication",Uncommon,Normal,English,Unspecified,,2
International,"Lost Thunder",3/214,3,Scyther,Common,Normal,English,Unspecified,,1
International,"Lost Thunder",5/214,5,Chikorita,Common,Normal,English,Unspecified,,2
International,"Lost Thunder",14/214,14,Jumpluff,"Rare Holo","Pokémon League",English,Unspecified,,1
International,"Lost Thunder",21/214,21,Grovyle,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Lost Thunder",32/214,32,Vespiquen,Uncommon,Normal,English,Unspecified,,1
International,"Lost Thunder",32/214,32,Vespiquen,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Lost Thunder",53/214,53,"Alolan Vulpix",Common,Normal,English,Unspecified,,1
International,"Lost Thunder",76/214,76,Mareep,Common,Normal,English,Unspecified,,1
International,"Lost Thunder",88/214,88,Xatu,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Lost Thunder",99/214,99,Yamask,Common,Normal,English,Unspecified,,1
International,"Lost Thunder",112/214,112,Donphan,Rare,Normal,English,Unspecified,,1
International,"Lost Thunder",114/214,114,Larvitar,Common,Normal,English,Unspecified,,1
International,"Lost Thunder",117/214,117,Carbink,Common,Normal,English,Unspecified,,1
International,"Lost Thunder",118/214,118,"Alolan Meowth",Common,Normal,English,Unspecified,,1
International,"Lost Thunder",133/214,133,Jigglypuff,Common,Normal,English,Unspecified,,1
International,"Lost Thunder",134/214,134,Wigglytuff,Rare,Normal,English,Unspecified,,1
International,"Lost Thunder",135/214,135,Marill,Common,Normal,English,Unspecified,,1
International,"Lost Thunder",148/214,148,Shiinotic,Uncommon,Normal,English,Unspecified,,1
International,"Lost Thunder",161/214,161,Kecleon,Uncommon,Normal,English,Unspecified,,1
International,"Lost Thunder",168/214,168,"Aether Foundation Employee",Uncommon,Normal,English,Unspecified,,1
International,"Lost Thunder",190/214,194,"Spell Tag",Uncommon,Normal,English,Unspecified,,1
International,"Lost Thunder",194/214,198,"Memory Energy",Uncommon,Normal,English,Unspecified,,1
International,"Celestial Storm",1/168,1,Bellsprout,Common,Normal,English,Unspecified,,1
International,"Celestial Storm",95/168,96,Metagross,"Rare Holo","Pokémon League",English,Unspecified,,1
International,"Celestial Storm",101/168,102,Kartana,Rare,Normal,English,Unspecified,,1
International,"Forbidden Light",1/131,1,Exeggcute,Common,Normal,English,Unspecified,,1
International,"Forbidden Light",3/131,4,Snover,Common,Normal,English,Unspecified,,2
International,"Forbidden Light",5/131,6,Scatterbug,Common,Normal,English,Unspecified,,7
International,"Forbidden Light",7/131,8,Spewpa,Uncommon,Normal,English,Unspecified,,5
International,"Forbidden Light",8/131,9,Vivillon,Rare,Normal,English,Unspecified,,4
International,"Forbidden Light",9/131,10,Skiddo,Common,Normal,English,Unspecified,,1
International,"Forbidden Light",13/131,14,Heatran,Rare,Normal,English,Unspecified,,1
International,"Forbidden Light",14/131,15,Fennekin,Common,Normal,English,Unspecified,,3
International,"Forbidden Light",15/131,16,Fennekin,Common,Normal,English,Unspecified,,1
International,"Forbidden Light",16/131,17,Braixen,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Forbidden Light",17/131,18,Delphox,"Rare Holo","Normal Holo",English,Unspecified,,1
International,"Forbidden Light",18/131,19,Litleo,Common,Normal,English,Unspecified,,2
International,"Forbidden Light",21/131,22,Froakie,Common,Normal,English,Unspecified,,1
International,"Forbidden Light",22/131,23,Froakie,Common,Normal,English,Unspecified,,1
International,"Forbidden Light",23/131,24,Frogadier,Uncommon,Normal,English,Unspecified,,2
International,"Forbidden Light",25/131,26,Clauncher,Common,Normal,English,Unspecified,,1
International,"Forbidden Light",27/131,28,Amaura,Uncommon,Normal,English,Unspecified,,1
International,"Forbidden Light",29/131,30,Bergmite,Common,Normal,English,Unspecified,,1
International,"Forbidden Light",30/131,31,Avalugg,Rare,"Reverse Holo",English,Unspecified,,1
International,"Forbidden Light",31/131,32,"Volcanion ◇","Rare Prism Star","Normal Holo",English,Unspecified,,1
International,"Forbidden Light",32/131,33,Dewpider,Common,Normal,English,Unspecified,,1
International,"Forbidden Light",33/131,34,Araquanid,Uncommon,Normal,English,Unspecified,,1
International,"Forbidden Light",34/131,35,Magnemite,Common,Normal,English,Unspecified,,3
International,"Forbidden Light",35/131,36,Magneton,Uncommon,Normal,English,Unspecified,,3
International,"Forbidden Light",36/131,37,Magnezone,"Rare Holo",Non-holo,English,Unspecified,,2
International,"Forbidden Light",37/131,38,Helioptile,Common,Normal,English,Unspecified,,1
International,"Forbidden Light",41/131,42,Uxie,Uncommon,Normal,English,Unspecified,,3
International,"Forbidden Light",42/131,43,Mesprit,Uncommon,Normal,English,Unspecified,,4
International,"Forbidden Light",44/131,45,Espurr,Common,Normal,English,Unspecified,,2
International,"Forbidden Light",46/131,47,Honedge,Common,Normal,English,Unspecified,,1
International,"Forbidden Light",47/131,48,Honedge,Common,Normal,English,Unspecified,,1
International,"Forbidden Light",48/131,49,Doublade,Uncommon,Normal,English,Unspecified,,1
International,"Forbidden Light",49/131,50,Aegislash,Rare,Normal,English,Unspecified,,1
International,"Forbidden Light",50/131,51,Inkay,Common,Normal,English,Unspecified,,5
International,"Forbidden Light",51/131,52,Malamar,Rare,Normal,English,Unspecified,,1
International,"Forbidden Light",52/131,53,Skrelp,Common,Normal,English,Unspecified,,2
International,"Forbidden Light",53/131,54,Dragalge,Rare,Normal,English,Unspecified,,1
International,"Forbidden Light",54/131,55,Hoopa,Uncommon,Normal,English,Unspecified,,3
International,"Forbidden Light",57/131,58,Cubone,Common,Normal,English,Unspecified,,1
International,"Forbidden Light",58/131,59,Torterra,Rare,Normal,English,Unspecified,,1
International,"Forbidden Light",58/131,59,Torterra,Rare,"Reverse Holo",English,Unspecified,,1
International,"Forbidden Light",59/131,60,Infernape,"Rare Holo","Reverse Holo",English,Unspecified,,1
International,"Forbidden Light",61/131,62,Gabite,Uncommon,Normal,English,Unspecified,,1
International,"Forbidden Light",63/131,64,Croagunk,Common,Normal,English,Unspecified,,1
International,"Forbidden Light",65/131,66,Pancham,Common,Normal,English,Unspecified,,1
International,"Forbidden Light",66/131,67,Binacle,Common,Normal,English,Unspecified,,2
International,"Forbidden Light",68/131,69,Tyrunt,Uncommon,Normal,English,Unspecified,,1
International,"Forbidden Light",73/131,74,Zygarde-GX,"Rare Holo GX","Normal Holo",English,Unspecified,,1
International,"Forbidden Light",75/131,76,Rockruff,Common,Normal,English,Unspecified,,2
International,"Forbidden Light",75/131,76,Rockruff,Common,"Reverse Holo",English,Unspecified,,1
International,"Forbidden Light",76/131,77,Lycanroc,Rare,Normal,English,Unspecified,,1
International,"Forbidden Light",78/131,79,Pangoro,Rare,"Reverse Holo",English,Unspecified,,1
